,LoginsTransformed
520,1.17260393996
521,1.54110350074
522,1.17260393996
523,1.54110350074
524,1.83711730709
525,1.17260393996
526,1.17260393996
527,1.54110350074
528,1.17260393996
529,1.54110350074
530,1.83711730709
531,0.612372435696
532,1.54110350074
533,1.54110350074
534,2.52487623459
535,2.7156951228
536,1.83711730709
537,4.04660351406
538,2.31840462387
539,4.04660351406
540,3.22102468168
541,3.51781181987
542,3.51781181987
543,4.51386752132
544,3.92109678534
545,4.28660704987
546,3.65718470958
547,3.37268439081
548,3.22102468168
549,3.51781181987
550,2.7156951228
551,3.06186217848
552,1.83711730709
553,2.31840462387
554,2.7156951228
555,2.8939592257
556,2.31840462387
557,1.17260393996
558,3.06186217848
559,2.31840462387
560,2.09165006634
561,2.31840462387
562,2.09165006634
563,2.09165006634
564,1.83711730709
565,1.17260393996
566,2.52487623459
567,2.31840462387
568,2.09165006634
569,2.31840462387
570,2.31840462387
571,2.52487623459
572,2.31840462387
573,1.83711730709
574,1.54110350074
575,2.31840462387
576,2.52487623459
577,3.22102468168
578,2.8939592257
579,3.79143772203
580,3.92109678534
581,2.7156951228
582,3.65718470958
583,3.92109678534
584,3.65718470958
585,4.28660704987
586,3.22102468168
587,4.40170421541
588,2.7156951228
589,2.52487623459
590,3.37268439081
591,2.8939592257
592,4.04660351406
593,2.8939592257
594,3.37268439081
595,3.06186217848
596,3.79143772203
597,2.7156951228
598,3.06186217848
599,4.16833300013
600,3.22102468168
601,3.65718470958
602,1.83711730709
603,2.7156951228
604,2.52487623459
605,2.52487623459
606,2.7156951228
607,2.7156951228
608,2.09165006634
609,1.17260393996
610,2.31840462387
611,0.612372435696
612,1.54110350074
613,0.612372435696
614,2.09165006634
615,0.612372435696
616,1.54110350074
617,0.612372435696
618,1.17260393996
619,1.17260393996
620,1.83711730709
621,1.17260393996
622,1.54110350074
623,1.83711730709
624,1.17260393996
625,2.09165006634
626,1.54110350074
627,1.17260393996
628,1.83711730709
629,2.31840462387
630,2.31840462387
631,2.31840462387
632,3.06186217848
633,3.92109678534
634,2.31840462387
635,3.92109678534
636,3.37268439081
637,2.52487623459
638,2.7156951228
639,3.22102468168
640,3.51781181987
641,4.28660704987
642,3.51781181987
643,2.8939592257
644,3.51781181987
645,2.8939592257
646,2.8939592257
647,2.09165006634
648,2.09165006634
649,2.52487623459
650,1.54110350074
651,0.612372435696
652,0.612372435696
653,0.612372435696
654,0.612372435696
655,0.612372435696
656,1.17260393996
657,1.83711730709
658,1.17260393996
659,0.612372435696
660,0.612372435696
661,0.612372435696
662,2.31840462387
663,1.54110350074
664,2.09165006634
665,1.17260393996
666,2.52487623459
667,2.09165006634
668,1.54110350074
669,2.52487623459
670,1.17260393996
671,2.31840462387
672,3.51781181987
673,3.65718470958
674,3.22102468168
675,2.52487623459
676,4.04660351406
677,4.40170421541
678,3.79143772203
679,3.65718470958
680,3.51781181987
681,3.51781181987
682,4.62331050223
683,4.51386752132
684,3.22102468168
685,3.22102468168
686,3.37268439081
687,4.83476990145
688,4.51386752132
689,4.51386752132
690,3.22102468168
691,4.16833300013
692,4.83476990145
693,4.28660704987
694,4.28660704987
695,3.22102468168
696,4.51386752132
697,3.65718470958
698,3.51781181987
699,3.51781181987
700,3.22102468168
701,2.7156951228
702,2.09165006634
703,2.52487623459
704,2.09165006634
705,2.31840462387
706,2.31840462387
707,2.52487623459
708,1.54110350074
709,0.612372435696
710,1.54110350074
711,1.17260393996
712,2.09165006634
713,1.83711730709
714,0.612372435696
715,1.54110350074
716,1.83711730709
717,1.83711730709
718,1.17260393996
719,1.54110350074
720,1.17260393996
721,0.612372435696
722,0.612372435696
723,1.17260393996
724,2.31840462387
725,1.83711730709
726,1.17260393996
727,1.83711730709
728,2.09165006634
729,2.7156951228
730,3.37268439081
731,2.7156951228
732,3.51781181987
733,3.65718470958
734,3.79143772203
735,2.8939592257
736,3.79143772203
737,4.40170421541
738,3.22102468168
739,2.52487623459
740,3.06186217848
741,3.51781181987
742,2.52487623459
743,2.7156951228
744,3.51781181987
745,3.65718470958
746,3.22102468168
747,4.04660351406
748,3.51781181987
749,3.51781181987
750,3.06186217848
751,3.65718470958
752,3.06186217848
753,3.79143772203
754,3.51781181987
755,2.31840462387
756,3.37268439081
757,4.28660704987
758,3.37268439081
759,2.7156951228
760,3.22102468168
761,4.04660351406
762,3.65718470958
763,3.06186217848
764,3.51781181987
765,3.22102468168
766,2.52487623459
767,2.7156951228
768,2.7156951228
769,2.7156951228
770,3.37268439081
771,3.51781181987
772,3.65718470958
773,2.8939592257
774,3.65718470958
775,2.52487623459
776,3.79143772203
777,3.79143772203
778,3.06186217848
779,2.8939592257
780,3.65718470958
781,3.37268439081
782,3.06186217848
783,4.04660351406
784,3.65718470958
785,3.92109678534
786,3.79143772203
787,4.04660351406
788,4.51386752132
789,3.65718470958
790,4.62331050223
791,5.41987084717
792,5.86301969978
793,5.13565964604
794,4.93710441453
795,4.16833300013
796,4.16833300013
797,4.04660351406
798,4.51386752132
799,3.22102468168
800,4.62331050223
801,4.40170421541
802,4.73022198211
803,3.79143772203
804,1.83711730709
805,2.09165006634
806,3.51781181987
807,3.06186217848
808,3.06186217848
809,1.17260393996
810,1.17260393996
811,1.54110350074
812,2.09165006634
813,2.31840462387
814,1.54110350074
815,1.83711730709
816,1.17260393996
817,1.17260393996
818,0.612372435696
819,1.17260393996
820,1.17260393996
821,1.83711730709
822,1.17260393996
823,1.17260393996
824,1.54110350074
825,1.17260393996
826,1.17260393996
827,1.83711730709
828,2.31840462387
829,2.52487623459
830,2.09165006634
831,3.37268439081
832,4.16833300013
833,3.51781181987
834,3.22102468168
835,2.31840462387
836,2.52487623459
837,2.7156951228
838,3.79143772203
839,4.16833300013
840,4.40170421541
841,3.65718470958
842,4.83476990145
843,3.22102468168
844,3.92109678534
845,5.32681893817
846,4.40170421541
847,4.83476990145
848,5.0373604199
849,3.79143772203
850,4.28660704987
851,3.37268439081
852,2.8939592257
853,3.51781181987
854,4.16833300013
855,3.92109678534
856,4.62331050223
857,2.7156951228
858,2.52487623459
859,2.7156951228
860,3.51781181987
861,3.51781181987
862,3.37268439081
863,2.09165006634
864,2.09165006634
865,2.09165006634
866,3.06186217848
867,2.09165006634
868,2.52487623459
869,2.31840462387
870,2.09165006634
871,3.06186217848
872,4.04660351406
873,3.22102468168
874,3.65718470958
875,2.8939592257
876,2.7156951228
877,2.8939592257
878,3.92109678534
879,3.51781181987
880,2.7156951228
881,4.04660351406
882,4.28660704987
883,5.13565964604
884,4.40170421541
885,5.23211238411
886,4.73022198211
887,5.13565964604
888,2.52487623459
889,0.612372435696
890,0.612372435696
891,2.8939592257
892,4.40170421541
893,4.51386752132
894,4.16833300013
895,4.51386752132
896,4.73022198211
897,5.0373604199
898,6.73609679265
899,4.93710441453
900,3.37268439081
901,3.37268439081
902,2.8939592257
903,3.79143772203
904,3.37268439081
905,2.7156951228
906,1.83711730709
907,2.31840462387
908,1.54110350074
909,1.54110350074
910,1.17260393996
911,1.17260393996
912,2.31840462387
913,1.17260393996
914,1.17260393996
915,0.612372435696
916,1.17260393996
917,0.612372435696
918,0.612372435696
919,1.17260393996
920,2.09165006634
921,1.54110350074
922,1.17260393996
923,1.54110350074
924,1.83711730709
925,1.83711730709
926,2.52487623459
927,2.09165006634
928,1.54110350074
929,3.22102468168
930,2.52487623459
931,2.7156951228
932,3.22102468168
933,3.06186217848
934,3.79143772203
935,2.8939592257
936,3.22102468168
937,4.40170421541
938,4.16833300013
939,3.79143772203
940,4.40170421541
941,5.23211238411
942,3.51781181987
943,4.62331050223
944,4.62331050223
945,4.40170421541
946,5.51135192126
947,5.51135192126
948,4.51386752132
949,5.0373604199
950,3.92109678534
951,3.92109678534
952,4.16833300013
953,3.65718470958
954,2.7156951228
955,2.31840462387
956,2.09165006634
957,2.52487623459
958,2.09165006634
959,3.22102468168
960,2.31840462387
961,2.31840462387
962,2.52487623459
963,2.09165006634
964,2.09165006634
965,2.09165006634
966,3.22102468168
967,2.8939592257
968,1.54110350074
969,2.09165006634
970,2.52487623459
971,1.54110350074
972,2.52487623459
973,2.8939592257
974,2.31840462387
975,2.09165006634
976,3.22102468168
977,2.7156951228
978,2.7156951228
979,2.31840462387
980,2.7156951228
981,2.8939592257
982,2.7156951228
983,2.52487623459
984,1.17260393996
985,2.52487623459
986,3.06186217848
987,3.22102468168
988,2.52487623459
989,3.22102468168
990,1.83711730709
991,1.54110350074
992,2.31840462387
993,2.09165006634
994,2.31840462387
995,2.09165006634
996,1.54110350074
997,0.612372435696
998,1.17260393996
999,1.17260393996
1000,1.17260393996
1001,1.17260393996
1002,1.17260393996
1003,1.83711730709
1004,1.17260393996
1005,1.17260393996
1006,1.54110350074
1007,0.612372435696
1008,1.17260393996
1009,2.09165006634
1010,2.52487623459
1011,1.54110350074
1012,2.09165006634
1013,2.8939592257
1014,3.22102468168
1015,2.7156951228
1016,2.31840462387
1017,2.52487623459
1018,3.37268439081
1019,2.8939592257
1020,3.51781181987
1021,4.62331050223
1022,3.79143772203
1023,3.79143772203
1024,2.8939592257
1025,3.92109678534
1026,3.65718470958
1027,3.51781181987
1028,2.8939592257
1029,2.8939592257
1030,2.09165006634
1031,1.54110350074
1032,2.52487623459
1033,2.7156951228
1034,1.83711730709
1035,1.54110350074
1036,1.54110350074
1037,1.17260393996
1038,2.31840462387
1039,1.83711730709
1040,0.612372435696
1041,2.7156951228
1042,1.83711730709
1043,1.17260393996
1044,1.17260393996
1045,2.52487623459
1046,1.83711730709
1047,2.09165006634
1048,1.17260393996
1049,1.54110350074
1050,2.31840462387
1051,1.83711730709
1052,2.09165006634
1053,2.31840462387
1054,1.54110350074
1055,2.8939592257
1056,2.09165006634
1057,2.09165006634
1058,2.52487623459
1059,2.31840462387
1060,3.37268439081
1061,3.37268439081
1062,2.7156951228
1063,2.31840462387
1064,3.79143772203
1065,3.51781181987
1066,2.8939592257
1067,2.31840462387
1068,2.7156951228
1069,2.7156951228
1070,1.83711730709
1071,2.52487623459
1072,2.52487623459
1073,2.52487623459
1074,2.31840462387
1075,2.52487623459
1076,2.52487623459
1077,2.8939592257
1078,2.09165006634
1079,2.52487623459
1080,1.83711730709
1081,1.54110350074
1082,1.17260393996
1083,2.52487623459
1084,1.54110350074
1085,2.7156951228
1086,1.17260393996
1087,1.17260393996
1088,0.612372435696
1089,1.17260393996
1090,2.09165006634
1091,1.17260393996
1092,0.612372435696
1093,1.54110350074
1094,1.17260393996
1095,1.54110350074
1096,0.612372435696
1097,1.54110350074
1098,1.54110350074
1099,0.612372435696
1100,1.17260393996
1101,1.17260393996
1102,0.612372435696
1103,0.612372435696
1104,1.17260393996
1105,1.17260393996
1106,1.83711730709
1107,2.09165006634
1108,2.09165006634
1109,1.54110350074
1110,2.7156951228
1111,1.83711730709
1112,2.8939592257
1113,1.54110350074
1114,1.83711730709
1115,3.51781181987
1116,3.65718470958
1117,4.83476990145
1118,3.92109678534
1119,3.06186217848
1120,2.31840462387
1121,3.37268439081
1122,3.65718470958
1123,2.8939592257
1124,3.06186217848
1125,2.52487623459
1126,2.7156951228
1127,2.09165006634
1128,2.31840462387
1129,2.7156951228
1130,1.17260393996
1131,1.83711730709
1132,1.54110350074
1133,1.83711730709
1134,2.09165006634
1135,2.31840462387
1136,1.17260393996
1137,2.52487623459
1138,1.83711730709
1139,1.54110350074
1140,1.17260393996
1141,2.31840462387
1142,1.83711730709
1143,1.17260393996
1144,1.17260393996
1145,1.17260393996
1146,1.83711730709
1147,2.09165006634
1148,1.54110350074
1149,2.52487623459
1150,1.83711730709
1151,2.7156951228
1152,3.22102468168
1153,2.09165006634
1154,1.17260393996
1155,2.31840462387
1156,2.7156951228
1157,3.92109678534
1158,3.79143772203
1159,2.7156951228
1160,2.7156951228
1161,3.51781181987
1162,3.51781181987
1163,4.40170421541
1164,4.04660351406
1165,2.09165006634
1166,3.79143772203
1167,3.06186217848
1168,3.22102468168
1169,3.06186217848
1170,3.65718470958
1171,3.37268439081
1172,2.31840462387
1173,3.37268439081
1174,3.37268439081
1175,2.8939592257
1176,2.09165006634
1177,2.52487623459
1178,1.17260393996
1179,2.31840462387
1180,1.83711730709
1181,2.09165006634
1182,2.52487623459
1183,1.54110350074
1184,1.54110350074
1185,1.54110350074
1186,2.52487623459
1187,2.31840462387
1188,0.612372435696
1189,1.54110350074
1190,0.612372435696
1191,0.612372435696
1192,0.612372435696
1193,1.17260393996
1194,1.54110350074
1195,1.54110350074
1196,1.83711730709
1197,1.54110350074
1198,1.54110350074
1199,1.54110350074
1200,1.54110350074
1201,1.17260393996
1202,1.17260393996
1203,2.09165006634
1204,1.83711730709
1205,2.09165006634
1206,1.54110350074
1207,1.54110350074
1208,2.52487623459
1209,2.8939592257
1210,3.37268439081
1211,2.7156951228
1212,3.65718470958
1213,4.83476990145
1214,3.92109678534
1215,3.22102468168
1216,3.22102468168
1217,2.52487623459
1218,3.22102468168
1219,3.37268439081
1220,3.06186217848
1221,2.52487623459
1222,2.52487623459
1223,1.17260393996
1224,1.83711730709
1225,3.37268439081
1226,1.54110350074
1227,2.09165006634
1228,1.83711730709
1229,1.83711730709
1230,2.52487623459
1231,2.52487623459
1232,2.09165006634
1233,1.17260393996
1234,2.09165006634
1235,1.83711730709
1236,1.54110350074
1237,2.09165006634
1238,1.17260393996
1239,2.09165006634
1240,1.83711730709
1241,1.83711730709
1242,2.09165006634
1243,1.54110350074
1244,1.54110350074
1245,1.54110350074
1246,2.09165006634
1247,2.52487623459
1248,2.31840462387
1249,1.83711730709
1250,3.22102468168
1251,3.51781181987
1252,2.52487623459
1253,2.09165006634
1254,3.37268439081
1255,3.79143772203
1256,3.22102468168
1257,4.40170421541
1258,3.51781181987
1259,2.31840462387
1260,2.52487623459
1261,3.51781181987
1262,3.37268439081
1263,3.65718470958
1264,3.92109678534
1265,3.79143772203
1266,3.51781181987
1267,3.51781181987
1268,2.31840462387
1269,2.8939592257
1270,2.52487623459
1271,3.22102468168
1272,2.31840462387
1273,2.31840462387
1274,3.06186217848
1275,2.31840462387
1276,2.52487623459
1277,2.7156951228
1278,1.83711730709
1279,1.54110350074
1280,1.83711730709
1281,2.7156951228
1282,1.17260393996
1283,1.54110350074
1284,1.17260393996
1285,1.17260393996
1286,1.17260393996
1287,0.612372435696
1288,1.54110350074
1289,1.17260393996
1290,1.17260393996
1291,1.54110350074
1292,0.612372435696
1293,0.612372435696
1294,0.612372435696
1295,1.17260393996
1296,0.612372435696
1297,1.83711730709
1298,0.612372435696
1299,1.17260393996
1300,0.612372435696
1301,2.7156951228
1302,1.83711730709
1303,2.8939592257
1304,2.8939592257
1305,2.8939592257
1306,2.09165006634
1307,3.51781181987
1308,3.79143772203
1309,4.51386752132
1310,4.04660351406
1311,3.51781181987
1312,3.65718470958
1313,3.22102468168
1314,3.51781181987
1315,2.7156951228
1316,4.04660351406
1317,2.8939592257
1318,2.8939592257
1319,1.54110350074
1320,3.22102468168
1321,2.09165006634
1322,2.7156951228
1323,2.09165006634
1324,1.17260393996
1325,1.17260393996
1326,1.17260393996
1327,1.83711730709
1328,1.83711730709
1329,1.17260393996
1330,1.54110350074
1331,1.54110350074
1332,1.83711730709
1333,1.17260393996
1334,1.83711730709
1335,2.52487623459
1336,1.54110350074
1337,2.09165006634
1338,1.17260393996
1339,2.8939592257
1340,2.09165006634
1341,1.83711730709
1342,2.52487623459
1343,1.83711730709
1344,2.31840462387
1345,3.06186217848
1346,2.52487623459
1347,3.92109678534
1348,3.22102468168
1349,3.22102468168
1350,3.65718470958
1351,3.79143772203
1352,4.73022198211
1353,4.40170421541
1354,3.51781181987
1355,4.40170421541
1356,3.22102468168
1357,3.22102468168
1358,3.92109678534
1359,3.37268439081
1360,3.06186217848
1361,4.28660704987
1362,4.73022198211
1363,3.65718470958
1364,3.79143772203
1365,2.8939592257
1366,3.37268439081
1367,3.51781181987
1368,2.8939592257
1369,3.06186217848
1370,4.16833300013
1371,2.52487623459
1372,2.8939592257
1373,2.52487623459
1374,1.83711730709
1375,1.54110350074
1376,1.83711730709
1377,1.17260393996
1378,2.8939592257
1379,2.31840462387
1380,2.52487623459
1381,1.83711730709
1382,2.09165006634
1383,0.612372435696
1384,0.612372435696
1385,1.54110350074
1386,1.17260393996
1387,1.54110350074
1388,2.09165006634
1389,1.83711730709
1390,1.17260393996
1391,1.17260393996
1392,0.612372435696
1393,1.17260393996
1394,1.83711730709
1395,1.17260393996
1396,1.17260393996
1397,2.09165006634
1398,2.09165006634
1399,1.83711730709
1400,1.83711730709
1401,2.52487623459
1402,3.22102468168
1403,3.37268439081
1404,3.92109678534
1405,3.92109678534
1406,4.40170421541
1407,3.92109678534
1408,2.31840462387
1409,4.83476990145
1410,3.22102468168
1411,2.7156951228
1412,2.31840462387
1413,3.06186217848
1414,2.09165006634
1415,2.09165006634
1416,2.52487623459
1417,3.22102468168
1418,3.37268439081
1419,2.52487623459
1420,2.8939592257
1421,2.09165006634
1422,2.52487623459
1423,2.8939592257
1424,1.83711730709
1425,1.54110350074
1426,2.31840462387
1427,2.09165006634
1428,2.52487623459
1429,2.52487623459
1430,2.7156951228
1431,2.31840462387
1432,2.31840462387
1433,3.06186217848
1434,2.52487623459
1435,2.7156951228
1436,1.54110350074
1437,2.7156951228
1438,2.31840462387
1439,2.09165006634
1440,3.37268439081
1441,3.37268439081
1442,4.16833300013
1443,3.22102468168
1444,4.28660704987
1445,3.51781181987
1446,5.0373604199
1447,4.62331050223
1448,4.83476990145
1449,4.16833300013
1450,4.62331050223
1451,4.40170421541
1452,3.92109678534
1453,3.65718470958
1454,3.92109678534
1455,4.04660351406
1456,4.40170421541
1457,4.40170421541
1458,5.23211238411
1459,3.65718470958
1460,4.73022198211
1461,4.93710441453
1462,3.37268439081
1463,5.0373604199
1464,4.51386752132
1465,5.41987084717
1466,4.51386752132
1467,4.73022198211
1468,2.8939592257
1469,3.65718470958
1470,4.40170421541
1471,4.04660351406
1472,4.40170421541
1473,4.62331050223
1474,4.83476990145
1475,4.62331050223
1476,4.40170421541
1477,3.06186217848
1478,2.7156951228
1479,2.7156951228
1480,2.7156951228
1481,2.09165006634
1482,2.09165006634
1483,1.54110350074
1484,2.09165006634
1485,1.54110350074
1486,2.09165006634
1487,1.54110350074
1488,2.31840462387
1489,1.83711730709
1490,1.83711730709
1491,1.54110350074
1492,1.83711730709
1493,1.17260393996
1494,1.83711730709
1495,0.612372435696
1496,1.83711730709
1497,0.612372435696
